2	TOC Heading	مادران و دختران
358	Normal	لای صفحات کتاب اما انگار آدم‌ها به نوبت آمده روی چوکی خالی روبرویم جا خوش کرده و یکی یکی زخم‌های روح خود را جلویم عریان کرده بودند. همگی دخترک های شانزده، هفده‌ساله بودند؛ یا فقط اندکی بزرگ‌تر. کشتن و سرکوب کردن هرچه زنانه‌گی‌ در وجودشان بود را دیدم. دیدم من، لرزش دست و چانه‌ی دخترک نوجوانی که حکایت می‌کرد اولین پریودش را در خط مقدم تجربه کرده و حتی گمان برده زخمی شده است. مادری را دیدم که برای عبور از خطِ دشمن، بدن کودکش را غرق نمک می‌کرد، تا بچه تب کند و بدنش جوش بزند. سربازان از تیفوس بترسند و او بتواند در قنداقِ کودک دارو انتقال بدهد. زن حامله‌ا‌ی را دیدم که زیر لباس، کنار قلب بچه‌‌ی هنوز به دنیا نیامده‌اش ماین انتقال می‌داد. و‌ دیدم مادری را که دشمن نزدیکش بود… با سگ‌ها. کودکش گریه می‌کرد و‌ شیر می‌خواست اما مادر، خودش هم گرسنه بود و‌ شیر نداشت. اگر سگ‌ها صدایی می‌شنیدند، بدن‌های تمام گروه سی‌نفری شان را دشمن مثله می‌کرد. چشم‌های به وحشت افتاده‌اش را دیدم هنگامی که تصمیم گرفت قنداق نوزادش را در آب فرو ببرد و دیر زمانی در آنجا نگهش دارد. لرزش و نگرانی مردمک‌هایش را دیدم وقتی گریه‌ی نوزاد بند آمده بود.
359	Normal	گاهی دلم در میان صفحات شدید برای دامن، رژ لب و گیس‌های تونی داده شده پر کشیده بود. اما در تصورات خودم باید سرم را می‌تراشیدم، یونیفرم و شنل مردانه تنم می‌کردم. کمربندم را خیلی سخت می‌بستم و چکمه‌های را پا می‌کردم که خیلی بزرگ‌تر از سایز خودم بودند.
360	Normal	«دوباره درگیری شروع شد… من تو این عملیات مسئول خارج کردن مجروحا با سلاح‌شون از میدون جنگ بودم. وقتی سینه‌خیز نزدیکآخرین مجروح شدم، دیدم دستش کاملاً و از چند جا شکسته … و همین‌طور برای خودش آویزون بود… به رگی بند بود… تمام بدنش غرق خون بود… باید فوراً دستش رو قطع و بعد پانسمان می‌کردم، هیچ راه دیگه‌ای هم نبود. حالا من نه چاقو همراهم داشتم، نه قیچی. کیفم موقع سینه‌خیز رفتن هی به سمت راست و چپ متمایل می‌شد، ظاهراً وسایلم از کیفم بیرون افتاده بودن. حالا چی کار کنم؟ با دندون قسمت نرمی رو که دست ازش آویزون بود جویدم. جویدم و باندپیچی کردم… وقتی داشتم باندپیچی می‌کردم، مجروح گفت "خواهرپرستار، سریع‌تر. من هنوز باید بجنگم. "چون بدنش داغ بود چیزی نمی‌فهمید…» (جنگ چهره زنانه ندارد، ص ۱۷۱).
361	Normal	کتاب را بستم. احساس تهوع داشتم. دخالت صدای پدرم اگر در میان مطالعه نبود، خواندنش را ترک نمی‌کردم. یک‌باره چندین احساس به بدنم دویده بود. حس می‌کردم تنم کُفتگی عجیبی دارد؛ انگار تازه از نبردی برگشته بودم. شبیه دخترانِ جنگ، که سه چهار روزه غذایی نخورده بودند؛‌ زبان در دهانم نمی‌چرخید و کامم تلخ شده بود. سرگیجه داشتم. احساس می‌کردم بالا می‌آورم. تشنه‌ی یک خواب عمیق بودم. پدرم برای بار دوم، سراغ لباس سُرمه‌‌یی رنگش را می‌گرفت. کتاب را روی طاقچه رها کردم‌. به حویلی رفتم. آبی به سر و‌ صورتم زدم. با پشتِ دست لباس‌های که قبلا شسته و روی طناب پهن کرده بودم را لمس کردم. خشکِ خشک شده بودند. تا نیمه شب لباس‌ها را اتو کشیدم. به سختی کمرم را راست کردم. معده‌ام سوزش بدی می‌کرد. احساس می‌کردم اما کسی مرا فرا می‌خواند. احساس می‌کردم کسی با فریاد بی‌وقفه صدایم می‌زد. تند و شتاب زده می‌گفت «می‌فهمیدم کسی یکروز می‌آید و این‌ها را می‌شنود». شتاب زده شدم. ازخودم ‌پرسیدم: «اگر هیچ وقت شنیده نمیشد چه؟ اگر کسی به این موضوع نمی‌پرداخت چه؟» سوالات امانم را می‌برید. خودم را تسلی می‌دادم. «اما بالاخره شنیده شد و پرداخته شد.» چه موضوعات دیگر در دل جوامع نیاز به شنیده شدن دارد؟ اگر هیچ وقت شنیده نشوند چه؟ اگر کسی به آن موضوعات اصلاً نپردازد چه؟ فکرش هم سرسام‌آور بود اما سوالات شبیه مالیخولیای ذهنی دستم انداخته بودند. باخود می‌گفتم بالاخره هر نویسنده و هر خواننده‌‌ رسالتی دارد!! به طاقچه تکیه دادم. کتاب را به دست گرفتم. و به عنوان آن بار دیگر نگاه کردم: «جنگ‌ چهره‌ زنانه ندارد». باز با خودم تکرار کردم «چه نامی!» اما این‌بار نپرسیدم «چرا؟»  پاسخ برادرم در ذهنم جان گرفت. «زن، نازک طبیعت است ازو‌ لحاظ میگه!» پوزخندی از ناخودآگاهم برخاست. بیخ گوشم، این‌بار صداها راه پیدا کرده بودند. تکرار کردم «رسالت!» و به سمت کتاب دوباره هجوم بُردم.
366	Heading 2	آیا آصف سلطان‌زاده الکسیویچ افغانستان است؟
367	Normal	ضیافت‌الله سعیدی
368	Normal	«گفتم برو سر پل سرخ ایستاد شو، مردم ایستاد شده‌[اند.] حزب اسلامی کوه تلویزیون را با توپ می‌زند؛ یک متر که خطا می‌خورد، مردم می‌گوید اوف، چرا در فرقش نخورد؟ مردم وضعیت را این‌طوری دنبال می‌کنند. حزب اسلامی  با توپ می‌زند بر سر کوه تلویزیون؛ اگر می‌خورد، [مردم] می‌گوید جان جان. اگر یک متر پایین‌تر می‌خورد، می‌گوید اوف!»
369	Normal	گفتگوی عزیز رویش با سید هادی، از قومندانان حزب وحدت اسلامی در دهه هفتاد
370	Normal	«[در جنگ جاده میوند] یک زن دیگر بود که چهل یا چهل و پنج روز یا پنجاه روز بیش‌تر می‌شد که بچه‌اش به دنیا آمده‌بود. زچه بود به اصطلاح. این قومندانی که اسم گرفتم، به او هم، به همو زچه چهل و پنج پنجاه روزه تجاوز کرد. این‌ها همه‌اش چشم دید خودم است.»
371	Normal	گفتگوی مختار لشکری شاه ولی احمدی، از قومندانان حزب اتحاد اسلامی در دهه هفتاد
372	Normal	«دورانی که ما در آن زندگی می‌کنیم عادی نیست، قربان. نکند به نظر شما عادی است که هیچ مردی در خانه‌ی من نمانده، که دو پسرم کشته شده‌اند، که دخترانم خواستگاری ندارند تا به خانه‌ی بخت بروند، که شوهرم دو سال پیش دنبال ردی از تئودور ساراکیس به پایتخت رفته و دستگیر شده و حالا بعد از دو سال جنازه‌اش را شناور در رودخانه پیدا می‌کنم؟»
بیوه‌ها، آریل دورفمن، بهمن دارالشفایی
374	Normal	یکم. نام آصف سلطان‌زاده را بارها در کابل شنیده‌بودم اما اولین بار هم‌صحبتی با مریوان حلبچه‌ای در سلیمانیه‌ی کردستان مرا به سمت آثار او کشاند. با حلبچه‌ای در نمایشگاه بین‌المللی کتاب سلیمانیه آشنا شده‌بودم و بر اساس همین آشنایی، فرصتی پیش آمد تا به منزلش برویم و  بیش‌تر صحبت کنیم. از هر دری سخن رفت تا نوبت به ادبیات افغانستان رسید. حلبچه‌ای مجموعه‌‌ی از آثار نویسندگان افغانستانی را از پستوی خانه‌اش آورد و به ما نشان داد. در حدی که خاطرم است، آثار بسیاری از نویسندگان افغانستان از جمله «گلنار و آیینه» زریاب و «راه و چاه» خالد نویسا را در آن جمع دیدم. در لابه‌لای صحبت‌ّها، حرف از «کاک خسروِ» الیاس علوی و «دوتایی پشه»ی آصف سلطان‌زاده شد. حلبچه‌ای یادآور شد که الیاس علوی شعر مشهور «کاک خسرو» را اتفاقاً در منزل او سروده و در ادبیات داستانی افغانستان، داستان کوتاه «دوتایی پشه» از آصف سلطان‌زاده جایگاهی ویژه‌‌ای دارد. این کُرد فارسی‌گو سر و ته ادبیات معاصر افغانستان را خوانده‌بود و این‌که او سلطان‌زاده را می‌ستود، کمی برایم عجیب بود، چرا که در فضای ادبی کابل که ما در آن بزرگ شدیم، نام‌هایی بزرگی دیگری به جز سلطان‌زاده مسلط بودند و ما کم‌تر درباره‌ی او می‌شنیدیم.[FOOTNOTE] همین تعجب توأم با کنجکاوی باعث شد تا رد آثار سلطا‌ن‌زاده را بگیرم.
